657.09, 0.0, 0.0, 0.0
702.967, 0.0, 0.0, 0.0
756.154, 0.0, 0.0, 0.0
806.081, 0.0, 0.0, 0.0
859.173, 100.0, 100.0, 0.0
942.876, 450.0, 450.0, 0.0
1004.148, 850.0, 850.0, 0.0
1106.58, 1300.0, 1300.0, 0.0
1199.564, 3000.0, 3000.0, 0.0
1291.954, 4150.0, 4150.0, 0.0
1409.925, 6500.0, 6500.0, 0.0
1548.422, 8350.0, 8350.0, 0.0
1632.393, 11400.0, 11400.0, 0.0
1729.557, 13400.0, 13400.0, 0.0
1821.471, 19150.0, 19150.0, 0.0
1925.182, 23100.0, 23100.0, 0.0
2020.523, 26550.0, 26550.0, 0.0
2139.012, 30450.0, 30450.0, 0.0
2225.68, 34450.0, 34450.0, 0.0
2314.273, 37150.0, 37150.0, 0.0
2437.998, 42200.0, 42200.0, 0.0
2528.968, 46700.0, 46700.0, 0.0
2630.455, 47700.0, 47700.0, 0.0
2719.072, 50800.0, 50800.0, 0.0
2830.975, 53200.0, 53200.0, 0.0
2908.226, 54850.0, 54850.0, 0.0
3034.226, 59200.0, 59200.0, 0.0
3111.969, 58250.0, 58250.0, 0.0
3212.09, 63000.0, 63000.0, 0.0
3301.775, 65300.0, 65300.0, 0.0
3405.452, 68150.0, 68150.0, 0.0
3499.748, 70200.0, 70200.0, 0.0
3593.286, 73800.0, 73800.0, 0.0
3703.794, 77400.0, 77400.0, 0.0
3815.173, 81800.0, 81800.0, 0.0
3895.541, 82500.0, 82500.0, 0.0
4010.161, 87350.0, 87350.0, 0.0
4101.272, 89150.0, 89150.0, 0.0
4209.034, 94150.0, 94150.0, 0.0
4310.952, 97500.0, 97500.0, 0.0
4396.992, 99750.0, 99750.0, 0.0
4496.257, 103250.0, 103250.0, 0.0
4602.445, 104800.0, 104800.0, 0.0
4695.013, 107300.0, 107300.0, 0.0
4779.587, 109250.0, 109250.0, 0.0
4897.56, 114000.0, 114000.0, 0.0
4981.301, 117200.0, 117200.0, 0.0
5100.425, 121650.0, 121650.0, 0.0
5180.259, 123650.0, 123650.0, 0.0
5269.56, 124750.0, 124750.0, 0.0
5374.577, 127300.0, 127300.0, 0.0
5498.336, 130400.0, 130400.0, 0.0
5578.342, 135300.0, 135300.0, 0.0
5684.009, 135650.0, 135650.0, 0.0
5787.056, 139450.0, 139450.0, 0.0
5893.018, 144950.0, 144950.0, 0.0
5986.787, 147500.0, 147500.0, 0.0
6067.101, 147750.0, 147750.0, 0.0
6179.999, 152750.0, 152750.0, 0.0
6274.842, 155750.0, 155750.0, 0.0
6379.256, 160050.0, 160050.0, 0.0
6484.538, 161950.0, 161950.0, 0.0
6569.666, 165150.0, 165150.0, 0.0
6685.491, 167700.0, 167700.0, 0.0
6776.825, 170750.0, 170750.0, 0.0
6866.893, 172400.0, 172400.0, 0.0
6970.479, 177700.0, 177700.0, 0.0
7067.021, 181350.0, 181350.0, 0.0
7166.745, 183650.0, 183650.0, 0.0
7264.28, 185300.0, 185300.0, 0.0
7361.372, 188500.0, 188500.0, 0.0
7465.09, 190300.0, 190300.0, 0.0
7559.841, 195750.0, 195750.0, 0.0
7634.506, 197600.0, 197600.0, 0.0
7762.83, 199900.0, 199900.0, 0.0
7861.121, 202900.0, 202900.0, 0.0
7942.305, 206200.0, 206200.0, 0.0
8051.202, 208650.0, 208650.0, 0.0
8153.987, 211650.0, 211650.0, 0.0
8255.25, 215350.0, 215350.0, 0.0
8360.835, 218850.0, 218850.0, 0.0
8456.993, 221550.0, 221550.0, 0.0
8534.94, 225400.0, 225400.0, 0.0
8653.418, 227250.0, 227250.0, 0.0
8749.343, 228600.0, 228600.0, 0.0
8842.071, 234200.0, 234200.0, 0.0
8943.975, 234450.0, 234450.0, 0.0
9039.039, 240000.0, 240000.0, 0.0
9133.377, 239350.0, 239350.0, 0.0
9236.645, 242500.0, 242500.0, 0.0
9341.673, 246350.0, 246350.0, 0.0
9440.458, 250650.0, 250650.0, 0.0
9531.82, 253150.0, 253150.0, 0.0
9638.452, 259400.0, 259400.0, 0.0
9731.037, 261100.0, 261100.0, 0.0
9824.061, 261550.0, 261550.0, 0.0
9937.769, 266050.0, 266050.0, 0.0
10029.556, 269200.0, 269200.0, 0.0
10118.589, 270650.0, 270650.0, 0.0
10226.642, 275950.0, 275950.0, 0.0
